,일자,제목,부정,중립,긍정
114,20190114,"[CEO&STORY] 김대형 마스턴투자운용대표 ""임차인 구한뒤 건물 올려...금융 주도 개발로 위험 줄였죠""",8.366367e-05,0.9998192,9.710867e-05
115,20190114,'인천시티투어타고 황금돼지해 복 받아 가면 돼지',4.5983867e-05,0.99990547,4.8555583e-05
116,20190114,[나이트] 알.아.요.,0.00024703605,0.9996717,8.130792e-05
117,20190115,롯데몰 재추진 수혜 단지 '송도 타임스페이스' 상가 인기몰이,7.12658e-05,0.9998877,4.098489e-05
118,20190115,영종도 파라다이스시티에 인천 유일 엔타스면세점 입점,0.0055271685,0.9744674,0.02000542
119,20190115,"[CEO&STORY] 김대형 마스턴투자운용대표 ""임차인 구한뒤 건물 올려...금융 주도 개발로 위험 줄였죠""",8.366367e-05,0.9998192,9.710867e-05
120,20190115,"강남의 새로운 주상복합 랜드마크, ‘시티프라디움 더 강남’ 실수요자 눈길 끄는 이유는?",5.249538e-05,0.99990034,4.7259604e-05
121,20190115,"세운 4구역 본격 개발...SH공사-코오롱글로벌, 건설공사 계약 체결",2.9735884e-05,0.000103087455,0.9998672
122,20190115,"SH공사, 코오롱글로벌과 세운4구역 시공 계약",3.791828e-05,8.6649336e-05,0.9998754
123,20190115,"세운4구역 재개발 본격화 SH공사, 코오롱글로벌과 건설계약 체결",2.9203724e-05,0.00010498227,0.9998658
124,20190115,"코오롱글로벌, 4800억원 규모 세운4구역 공사계약",4.443833e-05,7.955984e-05,0.999876
125,20190115,'레고랜드' 3월 첫삽...더 뜨거워 지는 춘천 분양시장,6.0594368e-05,0.9999026,3.6780075e-05
126,20190115,"코오롱글로벌, 세운4구역 정비사업 공사도급 계약",3.9218263e-05,7.61822e-05,0.9998846
127,20190115,"인천시 유일 시내면세점 엔타스, 영종파라다이스 입점",0.022707686,0.8525601,0.1247323
128,20190116,'레고랜드' 3월 첫삽...더 뜨거워 지는 춘천 분양시장,6.0594368e-05,0.9999026,3.6780075e-05
129,20190116,공매도 `집중타깃` BGF리테일 주가 `몸살`,0.8846128,0.09692381,0.018463396
130,20190116,"""1년만에 3년치, 2주만에 9개월치를"" 쌍용∙두산의 '번개 수주'",0.0001389218,6.893648e-05,0.99979216
131,20190116,새로운 상권 창출로 주목받는 ‘부산 오션시티 푸르지오’ 상업시설,0.00034028312,0.99585956,0.003800164
132,20190116,"코오롱글로벌, 종묘앞 세운4구역 공사계약 체결",3.529353e-05,8.8376706e-05,0.99987626
133,20190116,프레이저 플레이스 센트럴과 남대문 설날 패키지 `설!프라이즈` 선봬,6.840109e-05,0.99984205,8.946863e-05
134,20190117,코오롱글로벌 세운4구역 수주,8.6176995e-05,5.1350442e-05,0.99986243
135,20190117,[설 선물] 함께 행복한 혼자 특별한 `개성 만점` 설 선물 뭘 고를까,2.9195548e-05,0.99991477,5.607879e-05
136,20190117,"글로벌 수퍼리치 주거문화 ‘브랜드 레지던스’, 투자자들 틈새상품으로 눈길",0.00016250658,0.9992569,0.00058061915
137,20190117,"이도, 부동산 운영관리업체 코어밸류 인수 사업 강화",0.025796156,0.5447853,0.42941847
138,20190117,"O&M 플랫폼 ㈜이도, 부동산 자산 종합 운영 관리 사업 본격화",0.0009414166,0.1329082,0.86615044
139,20190117,"인천도시공사, 미단시티 등 주요공급용지 설명회 투자자 관심 고조",3.8736736e-05,0.99991584,4.535712e-05
140,20190117,"우진아이엔에스, 75억원 규모 호텔 공사 수주",5.925668e-05,5.9001963e-05,0.99988174
141,20190117,"우진아이엔에스, 태영건설과 75억 규모 호텔 개발사업 계약",3.7576887e-05,8.939251e-05,0.99987304
142,20190117,[한경로보뉴스] 우진아이엔에스 수주공시 - 판교 복합단지 7-3 블럭 호텔 개발사업 74.7억원 (매출액대비 5.32%),6.48502e-05,6.2643856e-05,0.99987245
143,20190117,"우진아이엔에스, 75억원 규모 호텔 공사 수주",5.925668e-05,5.9001963e-05,0.99988174
144,20190117,"이도, 부동산관리업체 코어밸류 인수 하반기 상장 추진",0.002646888,0.0259172,0.97143596
