일자,리츠명,기관_매도거래량,기타법인_매도거래량,개인_매도거래량,외국인_매도거래량,전체_매도거래량,기관_매수거래량,기타법인_매수거래량,개인_매수거래량,외국인_매수거래량,전체_매수거래량,기관_매도거래대금,기타법인_매도거래대금,개인_매도거래대금,외국인_매도거래대금,전체_매도거래대금,기관_매수거래대금,기타법인_매수거래대금,개인_매수거래대금,외국인_매수거래대금,전체_매수거래대금
200527,롯데리츠,159232.0,5426.0,480776,57628.0,703062,196537.0,1843.0,380243,124439.0,703062,913457880.0,30777990.0,2755837800,330749240.0,4030822910,1128045810.0,10472290.0,2179087370,713217440.0,4030822910
200528,롯데리츠,122216.0,1482.0,580489,81481.0,785668,160532.0,80.0,454786,170270.0,785668,705317140.0,8485260.0,3346065700,469642970.0,4529511070,925123740.0,460800.0,2623282620,980643910.0,4529511070
200529,롯데리츠,384493.0,7414.0,825910,1008579.0,2226396,127540.0,7099.0,354854,1736903.0,2226396,2244436540.0,43162380.0,4809113080,5938157420.0,13034869420,736082430.0,40960790.0,2054873860,10202952340.0,13034869420
200601,롯데리츠,198530.0,626.0,430506,70362.0,700024,135262.0,29981.0,450317,84464.0,700024,1162505330.0,3674660.0,2522500940,412893320.0,4101574250,792510640.0,175560590.0,2638620590,494882430.0,4101574250
200602,롯데리츠,274679.0,5559.0,310762,12681.0,603681,42471.0,10198.0,408242,142770.0,603681,1600012630.0,32471790.0,1818507950,74166000.0,3525158370,248188680.0,59397360.0,2382680930,834891400.0,3525158370
200603,롯데리츠,226534.0,18895.0,633636,49813.0,928878,152834.0,15600.0,617512,142932.0,928878,1337340170.0,111710220.0,3739377700,293923630.0,5482351720,902014650.0,91862000.0,3644928200,843546870.0,5482351720
200604,롯데리츠,201176.0,86658.0,421436,48129.0,757399,125198.0,22000.0,553676,56525.0,757399,1178889860.0,507320880.0,2472232760,281914220.0,4440357720,733631170.0,128725000.0,3246062960,331938590.0,4440357720
200605,롯데리츠,261657.0,4000.0,311112,53507.0,630276,33955.0,15079.0,502983,78259.0,630276,1519027360.0,23360000.0,1806767670,310816980.0,3659972010,197046310.0,87567040.0,2920849110,454509550.0,3659972010
200608,롯데리츠,141181.0,29721.0,251756,41751.0,464409,27947.0,6000.0,249197,181265.0,464409,817946210.0,171987440.0,1459705780,241754340.0,2691393770,161776680.0,34800000.0,1444918810,1049898280.0,2691393770
200609,롯데리츠,340470.0,38175.0,366271,14356.0,759272,102300.0,18000.0,441037,197935.0,759272,1960954800.0,221614870.0,2112178850,82819920.0,4377568440,590361990.0,102960000.0,2541854710,1142391740.0,4377568440
200610,롯데리츠,226172.0,40986.0,280861,23789.0,571808,70786.0,22.0,452515,48485.0,571808,1285914220.0,233279820.0,1598736710,135527030.0,3253457780,402971780.0,125460.0,2574126510,276234030.0,3253457780
200611,롯데리츠,173976.0,11116.0,244662,20558.0,450312,60967.0,100.0,323634,65611.0,450312,990751250.0,63339880.0,1392212100,117162730.0,2563465960,347181020.0,570000.0,1841946990,373767950.0,2563465960
200612,롯데리츠,98953.0,0.0,513322,58747.0,671022,150715.0,160.0,380163,139984.0,671022,554695420.0,0.0,2868809210,327392650.0,3750897280,844429120.0,886400.0,2122142260,783439500.0,3750897280
200615,롯데리츠,192563.0,13000.0,383750,80021.0,669334,79681.0,15100.0,322448,252105.0,669334,1086410120.0,72280000.0,2152094620,450663840.0,3761448580,447250860.0,84923000.0,1808259670,1421015050.0,3761448580
200616,롯데리츠,299731.0,30.0,307044,25705.0,632510,7650.0,2000.0,266567,356293.0,632510,1686573280.0,170400.0,1728143320,144595520.0,3559482520,42976020.0,11300000.0,1498697080,2006509420.0,3559482520
200617,롯데리츠,155365.0,15073.0,352193,115118.0,637749,50059.0,2000.0,282131,303559.0,637749,886632160.0,86217140.0,2013631220,657884680.0,3644365200,285763870.0,11380000.0,1612873150,1734348180.0,3644365200
200618,롯데리츠,148424.0,15000.0,392250,32224.0,587898,22577.0,0.0,231551,333770.0,587898,857267180.0,87300000.0,2268661060,186018160.0,3399246400,130820510.0,0.0,1338436110,1929989780.0,3399246400
200619,롯데리츠,239558.0,2000.0,486521,1887970.0,2616049,53068.0,3000.0,377804,2182177.0,2616049,1397151120.0,11720000.0,2835982920,10973121240.0,15217975280,309082470.0,17550000.0,2200736260,12690606550.0,15217975280
200622,롯데리츠,183536.0,0.0,272570,65935.0,522041,109915.0,1805.0,404465,5856.0,522041,1048082910.0,0.0,1558012620,377076180.0,2983171710,627276690.0,10275580.0,2312069800,33549640.0,2983171710
200623,롯데리츠,145503.0,2000.0,271874,42921.0,462298,101258.0,15913.0,322022,23105.0,462298,813305940.0,11160000.0,1522398380,240456060.0,2587320380,566590620.0,90270840.0,1801497260,128961660.0,2587320380
200624,롯데리츠,54278.0,0.0,155282,38097.0,247657,75969.0,300.0,171362,26.0,247657,304059380.0,0.0,870334010,213395460.0,1387788850,425430320.0,1683000.0,960529830,145700.0,1387788850
200625,롯데리츠,102307.0,2000.0,162453,22233.0,288993,75911.0,316.0,172793,39973.0,288993,574043940.0,11140000.0,911027390,124704520.0,1620915850,425394780.0,1772120.0,969283710,224465240.0,1620915850
200626,롯데리츠,39508.0,10728.0,388481,34455.0,473172,33803.0,0.0,413993,25376.0,473172,223579170.0,60666420.0,2195778900,194011090.0,2674035580,190757980.0,0.0,2339600560,143677040.0,2674035580
200629,롯데리츠,14289.0,145.0,299970,39609.0,354013,93094.0,650.0,203662,56607.0,354013,78918670.0,798950.0,1655660820,218846210.0,1954224650,514105480.0,3586500.0,1124813080,311719590.0,1954224650
200630,롯데리츠,27322.0,2145.0,175814,82432.0,287713,88972.0,6000.0,120129,72612.0,287713,150788080.0,11840400.0,971734050,455842370.0,1590204900,492242350.0,33060000.0,663915910,400986640.0,1590204900
200701,롯데리츠,25805.0,0.0,164679,15562.0,206046,45544.0,20907.0,103831,35764.0,206046,142215410.0,0.0,907542780,85675460.0,1135433650,250985010.0,115397570.0,572016270,197034800.0,1135433650
200702,롯데리츠,57206.0,38531.0,166705,4879.0,267321,48035.0,0.0,115111,104175.0,267321,314483130.0,211709500.0,915665580,26795210.0,1468653420,264009260.0,0.0,632011850,572632310.0,1468653420
200703,롯데리츠,85796.0,18227.0,196237,106462.0,406722,35584.0,0.0,167596,203542.0,406722,471095360.0,100248500.0,1077877900,584789520.0,2234011280,195477430.0,0.0,920398990,1118134860.0,2234011280
200706,롯데리츠,205933.0,50523.0,253747,23738.0,533941,94387.0,20000.0,409633,9921.0,533941,1111344840.0,272916100.0,1373993270,128620110.0,2886874320,510120060.0,108400000.0,2214237470,54116790.0,2886874320
200707,롯데리츠,116600.0,18312.0,265364,14038.0,414314,120870.0,1010.0,236574,55860.0,414314,621303190.0,97499840.0,1419164120,74893710.0,2212860860,645275920.0,5403500.0,1263469540,298711900.0,2212860860
200708,롯데리츠,281177.0,57553.0,180301,6514.0,525545,123535.0,9330.0,382481,10199.0,525545,1470531700.0,303302460.0,946635150,34365610.0,2754834920,648765060.0,49068100.0,2003908210,53093550.0,2754834920
200709,롯데리츠,111390.0,87008.0,215362,13751.0,427511,149734.0,100.0,236633,41044.0,427511,580816140.0,453022230.0,1120780870,71845820.0,2226465060,780780950.0,518000.0,1231788440,213377670.0,2226465060
200710,롯데리츠,58835.0,11400.0,136609,9736.0,216580,52654.0,200.0,138924,24802.0,216580,306862430.0,59180000.0,714274790,50771400.0,1131088620,276018400.0,1039000.0,725059000,128972220.0,1131088620
200713,롯데리츠,15067.0,0.0,85764,13261.0,114092,18025.0,50.0,95435,582.0,114092,78962250.0,0.0,449369060,69618940.0,597950250,94586840.0,261500.0,500046530,3055380.0,597950250
200714,롯데리츠,14787.0,2000.0,127598,16174.0,160559,37371.0,50.0,122603,535.0,160559,76927400.0,10410000.0,663386530,84169390.0,834893320,194372410.0,259500.0,637479410,2782000.0,834893320
200715,롯데리츠,142567.0,7278.0,219539,37513.0,406897,95056.0,300.0,302253,9288.0,406897,737622100.0,37660040.0,1136492630,194516800.0,2106291570,491468750.0,1550000.0,1564949560,48323260.0,2106291570
200716,롯데리츠,172902.0,4000.0,124773,13501.0,315176,32655.0,2388.0,168926,111207.0,315176,892672150.0,20710000.0,644339200,69758350.0,1627479700,168856890.0,12304200.0,871701320,574617290.0,1627479700
200717,롯데리츠,195389.0,300.0,145265,42520.0,383474,35143.0,211.0,221812,126308.0,383474,1013327700.0,1566000.0,756447490,220756090.0,1992097280,182678360.0,1093080.0,1150351470,657974370.0,1992097280
200720,롯데리츠,105225.0,0.0,95337,20751.0,221313,18846.0,1103.0,194246,7118.0,221313,545377150.0,0.0,496306440,107528960.0,1149212550,97759440.0,5704720.0,1008802220,36946170.0,1149212550
200721,롯데리츠,39621.0,0.0,178871,175619.0,394111,26998.0,200.0,281326,85587.0,394111,205760610.0,0.0,930544420,909698040.0,2046003070,140088180.0,1036000.0,1460444490,444434400.0,2046003070
200722,롯데리츠,40490.0,0.0,121467,197076.0,359033,135297.0,1301.0,196453,25982.0,359033,209714690.0,0.0,628715250,1020162300.0,1858592240,700479890.0,6706180.0,1016793550,134612620.0,1858592240
200723,롯데리츠,197192.0,502.0,300814,14959.0,513467,234727.0,10401.0,251565,16774.0,513467,1014539830.0,2575260.0,1547972290,77085860.0,2642173240,1207637230.0,53661190.0,1294384510,86490310.0,2642173240
200724,롯데리츠,62097.0,1158.0,192286,9608.0,265149,108298.0,200.0,148713,7938.0,265149,318393230.0,5962120.0,986565240,49347730.0,1360268320,555852680.0,1024000.0,762584640,40807000.0,1360268320
200727,롯데리츠,47622.0,918.0,315270,17321.0,381131,113242.0,11000.0,138142,118747.0,381131,244339860.0,4700160.0,1613271650,88478050.0,1950789720,579519860.0,56480000.0,706055500,608734360.0,1950789720
200728,롯데리츠,140757.0,0.0,186865,4955.0,332577,128091.0,400.0,199319,4767.0,332577,719540560.0,0.0,954261800,25358500.0,1699160860,655262600.0,2045000.0,1017494790,24358470.0,1699160860
200729,롯데리츠,84701.0,8000.0,207215,14373.0,314289,127048.0,301.0,100474,86466.0,314289,439339170.0,40890000.0,1072463520,74744810.0,1627437500,658865680.0,1565070.0,519655770,447350980.0,1627437500
200730,롯데리츠,71035.0,0.0,52698,43800.0,167533,65374.0,5000.0,97092,67.0,167533,366488530.0,0.0,272343750,226280930.0,865113210,337601830.0,25750000.0,501415490,345890.0,865113210
200731,롯데리츠,53618.0,0.0,81148,7602.0,142368,84891.0,100.0,46918,10459.0,142368,277127160.0,0.0,419737390,39326030.0,736190580,438931490.0,519000.0,242558370,54181720.0,736190580
200803,롯데리츠,29236.0,0.0,127014,84859.0,241109,104715.0,1071.0,128453,6870.0,241109,150837290.0,0.0,655896180,437583810.0,1244317280,540434140.0,5515650.0,662718190,35649300.0,1244317280
200804,롯데리츠,94614.0,3000.0,119016,100460.0,317090,180170.0,1163.0,132043,3714.0,317090,487622830.0,15480000.0,614486690,518482130.0,1636071650,929729100.0,5991380.0,681185970,19165200.0,1636071650
200805,롯데리츠,95672.0,70000.0,235029,110862.0,511563,88160.0,970.0,375750,46683.0,511563,488892400.0,357303590.0,1202624450,566794120.0,2615614560,451457740.0,4995500.0,1921078960,238082360.0,2615614560
200806,롯데리츠,85201.0,0.0,149105,2166.0,236472,20007.0,19220.0,181875,15370.0,236472,435558540.0,0.0,762385200,11128660.0,1209072400,102308130.0,98402400.0,929626280,78735590.0,1209072400
200807,롯데리츠,75428.0,29000.0,271586,12740.0,388754,26756.0,18589.0,331164,12245.0,388754,384134140.0,148054370.0,1385463930,64774540.0,1982426980,136412020.0,94806770.0,1688532300,62675890.0,1982426980
200810,롯데리츠,60996.0,6000.0,147054,7740.0,221790,32830.0,12592.0,161461,14907.0,221790,311108770.0,30600000.0,749995560,39419190.0,1131123520,167643430.0,64317240.0,823139150,76023700.0,1131123520
200811,롯데리츠,40241.0,30000.0,282014,14224.0,366479,11348.0,1900.0,317301,35930.0,366479,205670910.0,153000000.0,1440190530,72620560.0,1871482000,57940240.0,9713000.0,1620130550,183698210.0,1871482000
200812,롯데리츠,72275.0,73521.0,427373,28655.0,601824,130903.0,4090.0,388872,77959.0,601824,377944680.0,375615190.0,2230002970,149972660.0,3133535500,683181620.0,21304520.0,2022263760,406785600.0,3133535500
200813,롯데리츠,52553.0,21772.0,142729,56674.0,273728,48626.0,10861.0,191742,22499.0,273728,273607020.0,113249670.0,744701160,295368160.0,1426926010,253990950.0,56635450.0,998885850,117413760.0,1426926010
200814,롯데리츠,66685.0,0.0,191161,11451.0,269297,36610.0,2.0,168315,64370.0,269297,346400740.0,0.0,995046820,59604370.0,1401051930,191556340.0,10370.0,875210090,334275130.0,1401051930
200818,롯데리츠,137035.0,0.0,186021,22372.0,345428,107563.0,1017.0,194129,42719.0,345428,703636500.0,0.0,959217660,115592510.0,1778446670,553423260.0,5277730.0,999144740,220600940.0,1778446670
200819,롯데리츠,141602.0,20000.0,193668,19115.0,374385,176266.0,5.0,128587,69527.0,374385,727526630.0,102099460.0,996614470,98132180.0,1924372740,905673740.0,25700.0,660306090,358367210.0,1924372740
200820,롯데리츠,181589.0,1940.0,261519,19894.0,464942,147106.0,1273.0,293553,23010.0,464942,925856190.0,9874600.0,1333467870,101628650.0,2370827310,750424490.0,6511970.0,1496515130,117375720.0,2370827310
200821,롯데리츠,192036.0,100.0,105199,37771.0,335106,28278.0,982.0,255118,50728.0,335106,974813440.0,507000.0,534434580,191751300.0,1701506320,143691770.0,4995130.0,1295361500,257457920.0,1701506320
200824,롯데리츠,116390.0,0.0,116379,36367.0,269136,40771.0,5000.0,213156,10209.0,269136,588521640.0,0.0,588642560,183877820.0,1361042020,206226400.0,25250000.0,1077889090,51676530.0,1361042020
200825,롯데리츠,43427.0,29079.0,134009,16250.0,222765,20703.0,0.0,157744,44318.0,222765,221170090.0,147594390.0,681302580,82560500.0,1132627560,105099960.0,0.0,801631410,225896190.0,1132627560
200826,롯데리츠,39153.0,10907.0,197980,13167.0,261207,16615.0,500.0,199572,44520.0,261207,198553450.0,55399150.0,1003039220,66723070.0,1323714890,84243440.0,2525000.0,1011284020,225662430.0,1323714890
200827,롯데리츠,13213.0,20.0,173549,18628.0,205410,40453.0,0.0,143805,21152.0,205410,67200080.0,101400.0,879714160,94490940.0,1041506580,206010840.0,0.0,728313980,107181760.0,1041506580
200828,롯데리츠,24887.0,15203.0,172708,15704.0,228502,17567.0,12451.0,184389,14095.0,228502,125979920.0,77231240.0,874740720,79562440.0,1157514320,88828100.0,63126570.0,934144550,71415100.0,1157514320
200831,롯데리츠,20050.0,0.0,190203,22390.0,232643,17516.0,2000.0,100581,112546.0,232643,101662300.0,0.0,963683230,113678550.0,1179024080,88717620.0,10160000.0,509116200,571030260.0,1179024080
200901,롯데리츠,42366.0,0.0,194211,7036.0,243613,15924.0,18150.0,82972,126567.0,243613,215027900.0,0.0,986406000,35750070.0,1237183970,80859760.0,92030000.0,421354350,642939860.0,1237183970
200902,롯데리츠,18388.0,3600.0,97689,4527.0,124204,21870.0,11442.0,76069,14823.0,124204,93161510.0,18203870.0,494917640,22935080.0,629218100,110884160.0,57937420.0,385372990,75023530.0,629218100
200903,롯데리츠,93373.0,0.0,138731,24965.0,257069,84064.0,197.0,152432,20376.0,257069,472902420.0,0.0,703486590,126413350.0,1302802360,426362810.0,998790.0,772326320,103114440.0,1302802360
200904,롯데리츠,20644.0,0.0,200432,12230.0,233306,24772.0,11197.0,124334,73003.0,233306,104739940.0,0.0,1016897260,62043770.0,1183680970,125683530.0,56868790.0,630621940,370506710.0,1183680970
200907,롯데리츠,17249.0,29154.0,182689,4547.0,233639,83081.0,3197.0,112741,34620.0,233639,87513480.0,147643080.0,927108260,23059470.0,1185324290,421709980.0,16176820.0,571706170,175731320.0,1185324290
200908,롯데리츠,159982.0,0.0,148517,8750.0,317249,69233.0,8010.0,192274,47732.0,317249,811490870.0,0.0,754647420,44464290.0,1610602580,351428010.0,40690700.0,975607790,242876080.0,1610602580
200909,롯데리츠,128226.0,72500.0,112877,10035.0,323638,83079.0,12510.0,189655,38394.0,323638,649908750.0,367125000.0,572326500,50807570.0,1640167820,421628240.0,63290600.0,960502330,194746650.0,1640167820
200910,롯데리츠,53627.0,1059.0,122878,12279.0,189843,15147.0,0.0,91449,83247.0,189843,273099040.0,5390310.0,626259660,62526500.0,967275510,77172120.0,0.0,465536640,424566750.0,967275510
200911,롯데리츠,19559.0,0.0,126145,5357.0,151061,13887.0,2898.0,78894,55382.0,151061,100299910.0,0.0,646112410,27406070.0,773818390,71206750.0,14788780.0,404026630,283796230.0,773818390
200914,롯데리츠,12181.0,0.0,115436,21554.0,149171,9508.0,6300.0,103339,30024.0,149171,62588680.0,0.0,592756780,110630330.0,765975790,48785220.0,32362000.0,530498050,154330520.0,765975790
200915,롯데리츠,21203.0,14017.0,124936,13373.0,173529,15102.0,2000.0,144309,12118.0,173529,109119640.0,72017040.0,642534680,68759280.0,892430640,77589680.0,10280000.0,742180990,62379970.0,892430640
200916,롯데리츠,31669.0,30000.0,113383,7275.0,182327,18400.0,4511.0,129354,30062.0,182327,162989140.0,154000000.0,583421340,37405240.0,937815720,94721570.0,23181430.0,665287120,154625600.0,937815720
200917,롯데리츠,59933.0,120.0,259754,16972.0,336779,6747.0,5000.0,205100,119932.0,336779,312233310.0,627800.0,1353163260,88551840.0,1754576210,35137020.0,26110000.0,1068212040,625117150.0,1754576210
200918,롯데리츠,84478.0,19626.0,74230,26855.0,205189,27189.0,2000.0,175896,104.0,205189,437072010.0,101758270.0,385558670,139462750.0,1063851700,141231340.0,10420000.0,911661260,539100.0,1063851700
200921,롯데리츠,1956.0,100000.0,114392,10023.0,226371,20006.0,388.0,172548,33429.0,226371,10073480.0,515018940.0,590395220,51918320.0,1167405960,103381020.0,1998200.0,889853910,172172830.0,1167405960
200922,롯데리츠,10248.0,0.0,135484,42648.0,188380,39417.0,500.0,81310,67153.0,188380,52594780.0,0.0,695773180,218950220.0,967318180,202240840.0,2570000.0,417605750,344901590.0,967318180
200923,롯데리츠,10536.0,30000.0,73809,19156.0,133501,30576.0,2288.0,94868,5769.0,133501,53904770.0,153285220.0,378259220,98073300.0,683522510,156711090.0,11690810.0,485552710,29567900.0,683522510
200924,롯데리츠,14459.0,758.0,145239,30431.0,190887,30042.0,3853.0,150319,6673.0,190887,73601790.0,3858220.0,739710160,155160540.0,972330710,153047010.0,19590250.0,765511430,34182020.0,972330710
200925,롯데리츠,76346.0,0.0,111626,2898.0,190870,10023.0,1807.0,140180,38860.0,190870,389282660.0,0.0,569751120,14736500.0,973770280,51137900.0,9232790.0,715141690,198257900.0,973770280
200928,롯데리츠,59775.0,0.0,55659,30381.0,145815,11159.0,0.0,74969,59687.0,145815,305878070.0,0.0,284858560,155376280.0,746112910,57073460.0,0.0,383532450,305507000.0,746112910
200929,롯데리츠,14887.0,0.0,112982,30647.0,158516,7358.0,12195.0,92207,46756.0,158516,76663740.0,0.0,581562380,157783430.0,816009550,37722160.0,62638400.0,474914810,240734180.0,816009550
201005,롯데리츠,29388.0,28000.0,85189,46914.0,189491,51501.0,18194.0,102819,16977.0,189491,151749430.0,144532920.0,439157790,241560680.0,977000820,265426390.0,93679100.0,530218870,87676460.0,977000820
201006,롯데리츠,7366.0,12000.0,66969,11830.0,98165,7677.0,7500.0,59450,23538.0,98165,38102200.0,62000760.0,346546810,61179650.0,507829420,39722280.0,38830000.0,307462210,121814930.0,507829420
201007,롯데리츠,26385.0,0.0,135398,20943.0,182726,72590.0,293.0,84260,25583.0,182726,136359580.0,0.0,698749590,108090830.0,943200000,374496150.0,1512880.0,434936880,132254090.0,943200000
201008,롯데리츠,19593.0,0.0,158274,32517.0,210384,25889.0,14400.0,158615,11480.0,210384,101453190.0,0.0,820312450,168115390.0,1089881030,134189510.0,74856000.0,821492340,59343180.0,1089881030
201012,롯데리츠,38916.0,4000.0,127789,19838.0,190543,17813.0,191.0,154031,18508.0,190543,202776480.0,20840000.0,665670040,103356340.0,992642860,92817160.0,995110.0,802385060,96445530.0,992642860
201013,롯데리츠,23370.0,2088.0,178398,29266.0,233122,21226.0,100.0,174129,37667.0,233122,122423470.0,10982880.0,934078690,153176110.0,1220661150,111100890.0,521040.0,911669550,197369670.0,1220661150
201014,롯데리츠,20123.0,0.0,124233,43683.0,188039,59403.0,0.0,104621,24015.0,188039,105871670.0,0.0,653226800,229458380.0,988556850,312175010.0,0.0,550060600,126321240.0,988556850
201015,롯데리츠,141889.0,0.0,119231,51871.0,312991,77124.0,0.0,184796,51071.0,312991,742376640.0,0.0,625204930,272040290.0,1639621860,403502650.0,0.0,968490350,267628860.0,1639621860
201016,롯데리츠,30751.0,3000.0,164906,22815.0,221472,58081.0,0.0,126504,36887.0,221472,161523010.0,15765000.0,865716310,119679120.0,1162683440,305208520.0,0.0,663817710,193657210.0,1162683440
201019,롯데리츠,98639.0,0.0,100943,67692.0,267274,99599.0,2099.0,165537,39.0,267274,519291700.0,0.0,531429430,356279100.0,1407000230,524172990.0,11042630.0,871579660,204950.0,1407000230
201020,롯데리츠,14125.0,0.0,82651,76162.0,172938,62876.0,3190.0,101147,5725.0,172938,74317840.0,0.0,434322700,399965840.0,908606380,330356350.0,16767500.0,531379980,30102550.0,908606380
201021,롯데리츠,63756.0,10000.0,172242,34026.0,280024,57250.0,66190.0,143451,13133.0,280024,335988640.0,52800000.0,907868340,179319020.0,1475976000,301864440.0,348771300.0,756087880,69252380.0,1475976000
201022,롯데리츠,201443.0,37.0,366728,63006.0,631214,61465.0,35969.0,373521,160259.0,631214,1079396480.0,199060.0,1963855200,337605810.0,3381056550,328287540.0,191022630.0,2003292270,858454110.0,3381056550
201023,롯데리츠,62301.0,53215.0,101037,148660.0,365213,64016.0,49869.0,198184,53144.0,365213,333569300.0,284820550.0,542638260,796339010.0,1957367120,342795670.0,268038470.0,1062268630,284264350.0,1957367120
201026,롯데리츠,130927.0,1000.0,298623,13557.0,444107,90249.0,8655.0,292715,52488.0,444107,709230880.0,5380000.0,1614484860,72998510.0,2402094250,487866520.0,46537350.0,1584672320,283018060.0,2402094250
201027,롯데리츠,38601.0,0.0,238368,39394.0,316363,111196.0,2000.0,196620,6547.0,316363,210083130.0,0.0,1296832910,213849330.0,1720765370,605042600.0,10857420.0,1069186790,35678560.0,1720765370
201028,롯데리츠,31992.0,0.0,191698,39264.0,262954,58317.0,28225.0,161711,14701.0,262954,173103870.0,0.0,1038671240,212493870.0,1424268980,316149960.0,152806000.0,875531530,79781490.0,1424268980
201029,롯데리츠,36641.0,500.0,110065,108823.0,256029,58469.0,6666.0,125468,65426.0,256029,197106370.0,2695000.0,591679910,585436240.0,1376917520,314412910.0,35794580.0,674865110,351844920.0,1376917520
201030,롯데리츠,39204.0,907.0,147565,15464.0,203140,87836.0,0.0,96727,18577.0,203140,212165570.0,4870590.0,800703790,83493690.0,1101233640,476543150.0,0.0,523979530,100710960.0,1101233640
201102,롯데리츠,25739.0,0.0,125173,137555.0,288467,210264.0,8881.0,62744,6578.0,288467,139043540.0,0.0,675287260,741031430.0,1555362230,1134698720.0,47848590.0,337492130,35322790.0,1555362230
201103,롯데리츠,35528.0,0.0,65205,80081.0,180814,76458.0,200.0,74920,29236.0,180814,191551430.0,0.0,350939120,431083900.0,973574450,411724890.0,1074000.0,403262940,157512620.0,973574450
201104,롯데리츠,31235.0,0.0,77224,10910.0,119369,46585.0,3000.0,59827,9957.0,119369,168488390.0,0.0,416360360,58825070.0,643673820,251266480.0,16160000.0,322626490,53620850.0,643673820
201105,롯데리츠,59983.0,394.0,187924,22990.0,271291,95805.0,0.0,144447,31039.0,271291,326278230.0,2135480.0,1023744840,124965270.0,1477123820,521499210.0,0.0,786145410,169479200.0,1477123820
201106,롯데리츠,85054.0,0.0,63012,36580.0,184646,25711.0,1500.0,153502,3933.0,184646,459489910.0,0.0,341277340,197947650.0,998714900,139295040.0,8080000.0,830038050,21301810.0,998714900
201109,롯데리츠,64886.0,100.0,126905,22707.0,214598,55541.0,1500.0,131501,26056.0,214598,349285320.0,538000.0,683156660,122433400.0,1155413380,299060060.0,8060000.0,707692830,140600490.0,1155413380
201110,롯데리츠,50417.0,400.0,311137,18180.0,380134,91053.0,5068.0,220751,63262.0,380134,274244970.0,2188000.0,1702294360,99116680.0,2077844010,496756370.0,27554200.0,1208417160,345116280.0,2077844010
201111,롯데리츠,24598.0,0.0,102804,26759.0,154161,17924.0,1000.0,110795,24442.0,154161,134327050.0,0.0,561526960,146225820.0,842079830,97816250.0,5440000.0,604905430,133918150.0,842079830
201112,롯데리츠,13231.0,0.0,101450,4509.0,119190,35184.0,1500.0,81621,885.0,119190,72259810.0,0.0,553101680,24605460.0,649966950,192002210.0,8180000.0,444968230,4816510.0,649966950
201113,롯데리츠,161000.0,0.0,248813,7113.0,416926,52737.0,3036.0,344368,16785.0,416926,878127850.0,0.0,1360196750,38912860.0,2277237460,288299810.0,16578000.0,1880404950,91954700.0,2277237460
201116,롯데리츠,250057.0,0.0,236276,59272.0,545605,72378.0,5900.0,452987,14340.0,545605,1341171950.0,0.0,1267783250,318388570.0,2927343770,388358020.0,31631000.0,2430218140,77136610.0,2927343770
201117,롯데리츠,59658.0,0.0,184674,23680.0,268012,44109.0,6400.0,190819,26684.0,268012,320368890.0,0.0,992221190,126887140.0,1439477220,237207230.0,34412000.0,1024329330,143528660.0,1439477220
201118,롯데리츠,40557.0,5030.0,134724,8510.0,188821,64571.0,200.0,111335,12715.0,188821,218865480.0,27252900.0,728032490,45954740.0,1020105610,348874090.0,1077000.0,601569970,68584550.0,1020105610
201119,롯데리츠,144432.0,14085.0,318708,23583.0,500808,162639.0,0.0,320192,17977.0,500808,790778680.0,77145700.0,1744485530,128611200.0,2741021110,891926200.0,0.0,1750559810,98535100.0,2741021110
201120,롯데리츠,27443.0,7912.0,166933,13695.0,215983,61491.0,0.0,133081,21411.0,215983,150654440.0,43534400.0,916573650,75254070.0,1186016560,337920020.0,0.0,730522410,117574130.0,1186016560
201123,롯데리츠,33936.0,6409.0,281211,72023.0,393579,139195.0,800.0,232627,20957.0,393579,186743630.0,35308630.0,1545790650,395849430.0,2163692340,765264090.0,4394000.0,1278758710,115275540.0,2163692340
201124,롯데리츠,136801.0,4138.0,283673,19001.0,443613,67754.0,0.0,298096,77763.0,443613,757640750.0,22841760.0,1571306760,104866290.0,2456655560,375134840.0,0.0,1650277420,431243300.0,2456655560
201125,롯데리츠,35264.0,5000.0,242519,9577.0,292360,64801.0,425.0,199598,27536.0,292360,195843250.0,27700000.0,1342152690,53040040.0,1618735980,358667930.0,2365450.0,1105415270,152287330.0,1618735980
201126,롯데리츠,13953.0,0.0,109588,142275.0,265816,80886.0,1000.0,177406,6524.0,265816,76828970.0,0.0,603780170,783557750.0,1464166890,445840850.0,5500000.0,976856190,35969850.0,1464166890
201127,롯데리츠,35962.0,0.0,211653,113694.0,361309,46919.0,1250.0,300366,12774.0,361309,195947760.0,0.0,1150099520,619378150.0,1965425430,255583670.0,6805000.0,1633421680,69615080.0,1965425430
201130,롯데리츠,91569.0,0.0,152269,170476.0,414314,134508.0,2100.0,255761,21945.0,414314,494310690.0,0.0,819520080,916157010.0,2229987780,725027000.0,11286000.0,1375870970,117803810.0,2229987780
201201,롯데리츠,59892.0,14265.0,74488,104003.0,252648,50794.0,50.0,195864,5940.0,252648,322017460.0,76501050.0,399899800,558148470.0,1356566780,273053630.0,268500.0,1051349450,31895200.0,1356566780
201202,롯데리츠,23270.0,1000.0,149423,193947.0,367640,162794.0,1000.0,194458,9388.0,367640,124517030.0,5350000.0,799600580,1036961370.0,1966428980,870904250.0,5350000.0,1039863930,50310800.0,1966428980
