일자,리츠명,기관_매도거래량,기타법인_매도거래량,개인_매도거래량,외국인_매도거래량,전체_매도거래량,기관_매수거래량,기타법인_매수거래량,개인_매수거래량,외국인_매수거래량,전체_매수거래량,기관_매도거래대금,기타법인_매도거래대금,개인_매도거래대금,외국인_매도거래대금,전체_매도거래대금,기관_매수거래대금,기타법인_매수거래대금,개인_매수거래대금,외국인_매수거래대금,전체_매수거래대금
210106,NH프라임리츠,3353.0,31068.0,60339,0.0,94760,34214.0,5.0,54585,5956.0,94760,14310625.0,132286315.0,257322000,0.0,403918940,145973005.0,21250.0,232484705,25439980.0,403918940
210107,NH프라임리츠,14967.0,200.0,42684,7499.0,65350,7425.0,2.0,57923,0.0,65350,63790595.0,852000.0,181774560,31945740.0,278362895,31629280.0,8510.0,246725105,0.0,278362895
210108,NH프라임리츠,32722.0,0.0,84239,885.0,117846,7308.0,15053.0,95485,0.0,117846,139054530.0,0.0,357889115,3765675.0,500709320,31062650.0,63899890.0,405746780,0.0,500709320
210111,NH프라임리츠,31889.0,135.0,105990,3533.0,141547,17002.0,3101.0,111951,9493.0,141547,134407350.0,569025.0,446494200,14876210.0,596346785,71650165.0,13057180.0,471613975,40025465.0,596346785
210112,NH프라임리츠,102691.0,0.0,31193,5645.0,139529,20649.0,15039.0,100501,3340.0,139529,432331885.0,0.0,131375275,23772310.0,587479470,87028985.0,63249235.0,423083430,14117820.0,587479470
210113,NH프라임리츠,47597.0,20126.0,11099,640.0,79462,7072.0,1408.0,68207,2775.0,79462,199779860.0,84424055.0,46584020,2684800.0,333472735,29696650.0,5908805.0,286213280,11654000.0,333472735
210114,NH프라임리츠,37173.0,0.0,47120,2682.0,86975,6016.0,10.0,72902,8047.0,86975,156137230.0,0.0,197861720,11250990.0,365249940,25265210.0,41950.0,306145555,33797225.0,365249940
210115,NH프라임리츠,23536.0,0.0,23644,26.0,47206,5621.0,0.0,34654,6931.0,47206,99214955.0,0.0,99626480,109720.0,198951155,23702905.0,0.0,146031845,29216405.0,198951155
210118,NH프라임리츠,24258.0,831.0,26724,17068.0,68881,15282.0,24.0,50575,3000.0,68881,101842660.0,3490200.0,112334015,71649910.0,289316785,64214025.0,100680.0,212402080,12600000.0,289316785
210119,NH프라임리츠,28603.0,0.0,40332,4402.0,73337,12344.0,2005.0,54874,4114.0,73337,119947245.0,0.0,169124865,18464910.0,307537020,51751365.0,8395975.0,230051010,17338670.0,307537020
210120,NH프라임리츠,57652.0,0.0,25762,4478.0,87892,18344.0,225.0,61382,7941.0,87892,240961505.0,0.0,107817670,18729435.0,367508610,76735400.0,941575.0,256600230,33231405.0,367508610
210121,NH프라임리츠,15056.0,0.0,47166,3113.0,65335,13954.0,407.0,46195,4779.0,65335,63173390.0,0.0,197601775,13043470.0,273818635,58538455.0,1702280.0,193559995,20017905.0,273818635
210122,NH프라임리츠,10113.0,0.0,37323,3894.0,51330,4709.0,11202.0,33972,1447.0,51330,42391680.0,0.0,156401175,16298880.0,215091735,19722400.0,47004205.0,142296360,6068770.0,215091735
210125,NH프라임리츠,12897.0,10000.0,56040,332.0,79269,24929.0,241.0,51284,2815.0,79269,54039590.0,41852495.0,234762355,1389420.0,332043860,104416145.0,1010975.0,214798905,11817835.0,332043860
210126,NH프라임리츠,9575.0,0.0,30431,1088.0,41094,5451.0,3102.0,30042,2499.0,41094,40338520.0,0.0,128216000,4585920.0,173140440,22958800.0,13088735.0,126564300,10528605.0,173140440
210127,NH프라임리츠,11207.0,0.0,18559,1522.0,31288,1609.0,81.0,29260,338.0,31288,47268715.0,0.0,78277955,6411985.0,131958655,6780175.0,341415.0,123410705,1426360.0,131958655
210128,NH프라임리츠,50262.0,0.0,18577,4243.0,73082,9341.0,166.0,59756,3819.0,73082,211396830.0,0.0,78117345,17818060.0,307332235,39299765.0,697200.0,251252925,16082345.0,307332235
210129,NH프라임리츠,14020.0,5500.0,34892,0.0,54412,24632.0,121.0,27438,2221.0,54412,59064490.0,23045000.0,146565775,0.0,228675265,103636175.0,508190.0,115176060,9354840.0,228675265
210201,NH프라임리츠,1978.0,0.0,28718,1153.0,31849,6951.0,1200.0,20492,3206.0,31849,8279130.0,0.0,120220895,4825305.0,133325330,29091500.0,5017000.0,85783690,13433140.0,133325330
210202,NH프라임리츠,12387.0,0.0,19761,4418.0,36566,7380.0,3201.0,25976,9.0,36566,51893085.0,0.0,82781305,18507595.0,153181985,30931300.0,13421190.0,108791695,37800.0,153181985
210203,NH프라임리츠,8741.0,10000.0,16423,347.0,35511,13000.0,201.0,18995,3315.0,35511,36576540.0,41855345.0,68856410,1455665.0,148743960,54426070.0,840180.0,79565035,13912675.0,148743960
210204,NH프라임리츠,7275.0,0.0,20230,2887.0,30392,13784.0,0.0,14725,1883.0,30392,30495870.0,0.0,84797425,12109465.0,127402760,57781175.0,0.0,61713985,7907600.0,127402760
210205,NH프라임리츠,7556.0,0.0,65374,4274.0,77204,17978.0,2201.0,54967,2058.0,77204,31648300.0,0.0,273303315,17886690.0,322838305,75169575.0,9212170.0,229838420,8618140.0,322838305
210208,NH프라임리츠,39069.0,0.0,24538,1667.0,65274,15028.0,1913.0,38350,9983.0,65274,163757310.0,0.0,102952130,6991435.0,273700875,62998665.0,8017950.0,160771115,41913145.0,273700875
210209,NH프라임리츠,11092.0,0.0,57694,1895.0,70681,5914.0,2801.0,57963,4003.0,70681,46660680.0,0.0,242466355,7943260.0,297070295,24810140.0,11768200.0,243609185,16882770.0,297070295
210210,NH프라임리츠,8838.0,598.0,11480,5006.0,25922,4047.0,598.0,21277,0.0,25922,37270630.0,2517880.0,48391975,21073595.0,109254080,17051185.0,2519090.0,89683805,0.0,109254080
210215,NH프라임리츠,5620.0,0.0,60040,4114.0,69774,12969.0,401.0,45553,10851.0,69774,23717295.0,0.0,253057640,17349920.0,294124855,54681795.0,1696200.0,192027555,45719305.0,294124855
210216,NH프라임리츠,74410.0,0.0,44593,1952.0,120955,32736.0,0.0,70755,17464.0,120955,315421275.0,0.0,189296015,8276480.0,512993770,139011665.0,0.0,299866235,74115870.0,512993770
210217,NH프라임리츠,250.0,0.0,73683,2469.0,76402,14203.0,500.0,61699,0.0,76402,1058660.0,0.0,311475510,10441130.0,322975300,60109620.0,2120000.0,260745680,0.0,322975300
210218,NH프라임리츠,11385.0,0.0,21513,3611.0,36509,2933.0,100.0,33476,0.0,36509,48251350.0,0.0,91235300,15300660.0,154787310,12419015.0,425500.0,141942795,0.0,154787310
210219,NH프라임리츠,26036.0,343.0,11562,3433.0,41374,7675.0,0.0,33691,8.0,41374,110079035.0,1457750.0,49023890,14568365.0,175129040,32446195.0,0.0,142649085,33760.0,175129040
210222,NH프라임리츠,1977.0,0.0,17485,2090.0,21552,6301.0,0.0,15251,0.0,21552,8365250.0,0.0,74113400,8838265.0,91316915,26720585.0,0.0,64596330,0.0,91316915
210223,NH프라임리츠,39393.0,2757.0,12463,764.0,55377,9661.0,1757.0,37747,6212.0,55377,165441260.0,11606970.0,52455900,3222455.0,232726585,40514260.0,7381830.0,158636145,26194350.0,232726585
210224,NH프라임리츠,31583.0,0.0,29077,1301.0,61961,6070.0,12510.0,38858,4523.0,61961,132658425.0,0.0,122306475,5466710.0,260431610,25493480.0,52532000.0,163342455,19063675.0,260431610
210225,NH프라임리츠,23046.0,1889.0,42158,793.0,67886,7354.0,14019.0,43422,3091.0,67886,96822660.0,7924355.0,177115060,3336130.0,285198205,30839070.0,58819680.0,182549020,12990435.0,285198205
210226,NH프라임리츠,2035.0,0.0,32566,1515.0,36116,2487.0,10.0,31947,1672.0,36116,8537505.0,0.0,136833785,6355425.0,151726715,10440645.0,41950.0,134221720,7022400.0,151726715
210302,NH프라임리츠,20225.0,403.0,31265,7656.0,59549,12931.0,0.0,39718,6900.0,59549,85288535.0,1698645.0,131939420,32302950.0,251229550,54569315.0,0.0,167525875,29134360.0,251229550
210303,NH프라임리츠,5538.0,0.0,25658,9781.0,40977,2755.0,100.0,32443,5679.0,40977,23347955.0,0.0,108198705,41229570.0,172776230,11605545.0,421000.0,136723900,24025785.0,172776230
210304,NH프라임리츠,12224.0,0.0,27808,9894.0,49926,4955.0,300.0,44373,298.0,49926,51354270.0,0.0,116817175,41559010.0,209730455,20821605.0,1263000.0,186394230,1251620.0,209730455
210305,NH프라임리츠,12323.0,0.0,7936,4089.0,24348,4734.0,1324.0,17148,1142.0,24348,51755205.0,0.0,33400075,17176190.0,102331470,19884930.0,5576180.0,72059520,4810840.0,102331470
210308,NH프라임리츠,6497.0,0.0,20882,429.0,27808,10992.0,5.0,12619,4192.0,27808,27385050.0,0.0,88027715,1810380.0,117223145,46322120.0,21075.0,53192875,17687075.0,117223145
210309,NH프라임리츠,19708.0,0.0,73213,660.0,93581,12915.0,0.0,56257,24409.0,93581,83062180.0,0.0,308389345,2778600.0,394230125,54298030.0,0.0,237010250,102921845.0,394230125
210310,NH프라임리츠,24934.0,0.0,14012,5269.0,44215,6932.0,0.0,32107,5176.0,44215,104968335.0,0.0,59092945,22195070.0,186256350,29189465.0,0.0,135241050,21825835.0,186256350
210311,NH프라임리츠,0.0,0.0,12894,2912.0,15806,3566.0,135.0,12043,62.0,15806,0.0,0.0,54331080,12269020.0,66600100,15024710.0,569025.0,50745105,261260.0,66600100
210312,NH프라임리츠,6809.0,0.0,43211,11317.0,61337,13912.0,224.0,40041,7160.0,61337,28701050.0,0.0,182431300,47769075.0,258901425,58670165.0,945280.0,169031920,30254060.0,258901425
210315,NH프라임리츠,4962.0,0.0,19637,8431.0,33030,6611.0,1478.0,24150,791.0,33030,20950680.0,0.0,82930385,35602445.0,139483510,27916710.0,6237160.0,101993530,3336110.0,139483510
210316,NH프라임리츠,3167.0,0.0,34502,1266.0,38935,10551.0,500.0,26037,1847.0,38935,13429370.0,0.0,146372250,5355180.0,165156800,44781075.0,2127500.0,110414415,7833810.0,165156800
210317,NH프라임리츠,13277.0,3030.0,25192,7098.0,48597,26197.0,500.0,20439,1461.0,48597,56456225.0,12901500.0,107038890,30170990.0,206567605,111382760.0,2128050.0,86832935,6223860.0,206567605
210318,NH프라임리츠,17482.0,0.0,23038,1461.0,41981,9049.0,10151.0,21342,1439.0,41981,74697450.0,0.0,98236390,6223860.0,179157700,38581895.0,43408570.0,91016350,6150885.0,179157700
210319,NH프라임리츠,8086.0,0.0,29399,8337.0,45822,14360.0,2500.0,28560,402.0,45822,34542220.0,0.0,125477165,35559710.0,195579095,61274280.0,10677500.0,121910775,1716540.0,195579095
210322,NH프라임리츠,14038.0,0.0,64010,1320.0,79368,6796.0,1000.0,62222,9350.0,79368,60245605.0,0.0,275185995,5643000.0,341074600,29214555.0,4315000.0,267406825,40138220.0,341074600
210323,NH프라임리츠,4450.0,0.0,19356,3846.0,27652,8522.0,1000.0,16553,1577.0,27652,19183315.0,0.0,83400560,16570510.0,119154385,36721320.0,4305000.0,71328395,6799670.0,119154385
210324,NH프라임리츠,55247.0,0.0,29184,1314.0,85745,37863.0,0.0,37804,10078.0,85745,238404875.0,0.0,126187850,5663090.0,370255815,163308390.0,0.0,163364620,43582805.0,370255815
210325,NH프라임리츠,15331.0,0.0,44961,350.0,60642,10196.0,3115.0,43120,4211.0,60642,66253780.0,0.0,193885980,1515500.0,261655260,43995950.0,13394500.0,186092580,18172230.0,261655260
210326,NH프라임리츠,46754.0,0.0,90163,7031.0,143948,86668.0,5000.0,40976,11304.0,143948,203729255.0,0.0,394415980,30468370.0,628613605,379753465.0,21675000.0,177890875,49294265.0,628613605
210329,NH프라임리츠,11971.0,500.0,39131,15341.0,66943,35342.0,0.0,31601,0.0,66943,52631175.0,2197500.0,171988975,67366855.0,294184505,155368220.0,0.0,138816285,0.0,294184505
210330,NH프라임리츠,16108.0,0.0,44753,11551.0,72412,14299.0,1000.0,42908,14205.0,72412,70759760.0,0.0,196747945,50729840.0,318237545,62856580.0,4385000.0,188478940,62517025.0,318237545
210331,NH프라임리츠,5159.0,0.0,42271,9098.0,56528,14907.0,4000.0,34692,2929.0,56528,22673905.0,0.0,185515660,39911430.0,248100995,65495895.0,17520000.0,152202935,12882165.0,248100995
210401,NH프라임리츠,7939.0,0.0,49023,5090.0,62052,11312.0,800.0,44208,5732.0,62052,34913075.0,0.0,214610910,22281725.0,271805710,49522885.0,3507500.0,193724945,25050380.0,271805710
210402,NH프라임리츠,8244.0,0.0,52917,2404.0,63565,32600.0,1000.0,20789,9176.0,63565,36230635.0,0.0,232618305,10549305.0,279398245,143292730.0,4390000.0,91334310,40381205.0,279398245
210405,NH프라임리츠,4683.0,,36621,3972.0,45276,16157.0,,29119,0.0,45276,20601070.0,,160981065,17425210.0,199007345,71027790.0,,127979555,0.0,199007345
210406,NH프라임리츠,601.0,0.0,41335,1914.0,43850,5886.0,2272.0,34838,854.0,43850,2648960.0,0.0,181924540,8426320.0,192999820,25916265.0,9996800.0,153329015,3757740.0,192999820
210407,NH프라임리츠,7527.0,0.0,19802,1416.0,28745,2918.0,100.0,24427,1300.0,28745,33115355.0,0.0,87160610,6237435.0,126513400,12844410.0,440000.0,107508990,5720000.0,126513400
210408,NH프라임리츠,12004.0,0.0,19533,1455.0,32992,15307.0,200.0,15899,1586.0,32992,52963645.0,0.0,86151015,6409275.0,145523935,67512345.0,882000.0,70127400,7002190.0,145523935
210409,NH프라임리츠,1741.0,0.0,51557,5451.0,58749,5783.0,3074.0,46408,3484.0,58749,7684205.0,0.0,227028645,24010630.0,258723480,25454535.0,13525600.0,204367135,15376210.0,258723480
210412,NH프라임리츠,5565.0,247.0,34115,733.0,40660,7273.0,0.0,30701,2686.0,40660,24532635.0,1089270.0,150352370,3221535.0,179195810,32083425.0,0.0,135293710,11818675.0,179195810
210413,NH프라임리츠,3384.0,0.0,21461,2467.0,27312,5328.0,524.0,19272,2188.0,27312,14938370.0,0.0,94730170,10870160.0,120538700,23525660.0,2305600.0,85043490,9663950.0,120538700
210414,NH프라임리츠,17254.0,0.0,33386,2399.0,53039,1486.0,0.0,49630,1923.0,53039,76552065.0,0.0,148015340,10633410.0,235200815,6590455.0,0.0,220066725,8543635.0,235200815
210415,NH프라임리츠,18846.0,3300.0,69542,448.0,92136,7750.0,0.0,75229,9157.0,92136,84051105.0,14698500.0,310809485,1995745.0,411554835,34615465.0,0.0,335966285,40973085.0,411554835
210416,NH프라임리츠,9259.0,8466.0,49452,10977.0,78154,9105.0,1000.0,67949,100.0,78154,41172500.0,37666995.0,220142535,48898415.0,347880445,40532305.0,4450000.0,302452640,445500.0,347880445
210419,NH프라임리츠,47672.0,0.0,38005,4076.0,89753,3944.0,3370.0,59702,22737.0,89753,211799230.0,0.0,169040375,18127725.0,398967330,17538750.0,14996500.0,265413195,101018885.0,398967330
210420,NH프라임리츠,12657.0,14000.0,56197,3227.0,86081,15955.0,0.0,68699,1427.0,86081,56351735.0,62245955.0,250351225,14367055.0,383315970,71075385.0,0.0,305869850,6370735.0,383315970
210421,NH프라임리츠,22365.0,7500.0,19275,20153.0,69293,17774.0,0.0,47520,3999.0,69293,99402950.0,33300145.0,85717250,89537970.0,307958315,78976545.0,0.0,211190365,17791405.0,307958315
210422,NH프라임리츠,20232.0,21496.0,26198,3853.0,71779,8435.0,0.0,57507,5837.0,71779,90027985.0,95592200.0,116588095,17128240.0,319336520,37525880.0,0.0,255817885,25992755.0,319336520
210423,NH프라임리츠,30683.0,500.0,60738,80.0,92001,18203.0,542.0,52146,21110.0,92001,137094760.0,2242500.0,271478650,358400.0,411174310,81428290.0,2424120.0,233192715,94129185.0,411174310
210426,NH프라임리츠,19967.0,5340.0,71938,1604.0,98849,31407.0,4449.0,59402,3591.0,98849,89664860.0,24013300.0,323587350,7203450.0,444468960,141317950.0,19998255.0,266974035,16178720.0,444468960
210427,NH프라임리츠,3903.0,600.0,62508,11571.0,78582,21415.0,1462.0,52128,3577.0,78582,17598485.0,2711500.0,281543005,52060125.0,353913115,96358925.0,6569405.0,234838180,16146605.0,353913115
210428,NH프라임리츠,3337.0,100.0,33970,9889.0,47296,10758.0,0.0,33124,3414.0,47296,15044145.0,449500.0,153155130,44563055.0,213211830,48450075.0,0.0,149349835,15411920.0,213211830
210429,NH프라임리츠,3499.0,0.0,41448,8288.0,53235,10735.0,5259.0,37230,11.0,53235,15697020.0,0.0,185928675,37165975.0,238791670,48172845.0,23544025.0,167025355,49445.0,238791670
210430,NH프라임리츠,26923.0,0.0,30991,1324.0,59238,11277.0,1860.0,37545,8556.0,59238,120453080.0,0.0,138835280,5911975.0,265200335,50513865.0,8297460.0,167982040,38406970.0,265200335
210503,NH프라임리츠,5714.0,495.0,52208,1857.0,60274,6309.0,608.0,52255,1102.0,60274,25600375.0,2232450.0,234128945,8329865.0,270291635,28293010.0,2726880.0,234340305,4931440.0,270291635
210504,NH프라임리츠,2555.0,1300.0,131912,5773.0,141540,20555.0,14700.0,67578,38707.0,141540,11503040.0,5870000.0,595184805,25955125.0,638512970,92788700.0,66150000.0,304772275,174801995.0,638512970
210506,NH프라임리츠,15836.0,5139.0,112665,13928.0,147568,15847.0,876.0,104769,26076.0,147568,72367280.0,23455965.0,513985500,63494600.0,673303345,72305285.0,3994560.0,477937000,119066500.0,673303345
210507,NH프라임리츠,21000.0,0.0,43552,20285.0,84837,45751.0,0.0,38504,582.0,84837,95886640.0,0.0,198659565,92447180.0,386993385,208685905.0,0.0,175654420,2653060.0,386993385
210510,NH프라임리츠,1170.0,0.0,59602,12582.0,73354,22024.0,0.0,51226,104.0,73354,5388790.0,0.0,274320420,57819880.0,337529090,101364660.0,0.0,235687070,477360.0,337529090
210511,NH프라임리츠,15014.0,0.0,79817,16592.0,111423,30325.0,3706.0,73618,3774.0,111423,68937800.0,0.0,366186380,76308460.0,511432640,139092980.0,16996420.0,338052775,17290465.0,511432640
210512,NH프라임리츠,18439.0,13168.0,123912,14259.0,169778,41056.0,1000.0,116368,11354.0,169778,83612260.0,59840395.0,563173790,64863850.0,771490295,186591920.0,4535000.0,528740560,51622815.0,771490295
210513,NH프라임리츠,4896.0,0.0,61074,4673.0,70643,22693.0,4400.0,34374,9176.0,70643,22255365.0,0.0,277489655,21249155.0,320994175,103208825.0,19998000.0,156124065,41663285.0,320994175
210514,NH프라임리츠,8548.0,9566.0,26907,1435.0,46456,10191.0,0.0,34362,1903.0,46456,39037375.0,43404400.0,122981055,6568925.0,211991755,46510320.0,0.0,156792295,8689140.0,211991755
210517,NH프라임리츠,6612.0,733.0,42987,8850.0,59182,16476.0,29.0,42671,6.0,59182,30197720.0,3353475.0,196597435,40445620.0,270594250,75349910.0,132820.0,195084070,27450.0,270594250
210518,NH프라임리츠,34811.0,,111410,2513.0,148734,13202.0,,120574,14958.0,148734,160384435.0,,513420005,11569915.0,685374355,60888115.0,,555730220,68756020.0,685374355
210520,NH프라임리츠,5836.0,0.0,51343,7952.0,65131,33216.0,11119.0,20429,367.0,65131,26958555.0,0.0,237245225,36659010.0,300862790,153404890.0,51448950.0,94312405,1696545.0,300862790
210521,NH프라임리츠,8427.0,25000.0,109721,4048.0,147196,43261.0,0.0,88170,15765.0,147196,38971875.0,115500000.0,507283885,18656150.0,680411910,199926905.0,0.0,407645170,72839835.0,680411910
210524,NH프라임리츠,11248.0,0.0,75002,12359.0,98609,45790.0,0.0,51537,1282.0,98609,51995880.0,0.0,346658970,57118730.0,455773580,211715205.0,0.0,238122735,5935640.0,455773580
210525,NH프라임리츠,20761.0,0.0,74471,5949.0,101181,66754.0,0.0,28201,6226.0,101181,95948830.0,0.0,344427560,27458860.0,467835250,308708530.0,0.0,130317775,28808945.0,467835250
210526,NH프라임리츠,7255.0,3400.0,144755,2258.0,157668,59906.0,11000.0,79743,7019.0,157668,33664940.0,15802000.0,672989525,10454590.0,732911055,278530120.0,51246920.0,370595590,32538425.0,732911055
210527,NH프라임리츠,11515.0,3000.0,202618,11077.0,228210,69303.0,0.0,141141,17766.0,228210,53817530.0,14080000.0,946351885,51810985.0,1066060400,323365295.0,0.0,660030320,82664785.0,1066060400
210528,NH프라임리츠,12083.0,39789.0,137554,9193.0,198619,96368.0,431.0,84079,17741.0,198619,55950080.0,184487070.0,636873380,42530100.0,919840630,446194110.0,1995530.0,389412070,82238920.0,919840630
210531,NH프라임리츠,29945.0,2800.0,112387,20853.0,165985,71936.0,0.0,90136,3913.0,165985,138630395.0,12950000.0,521439445,96434450.0,769454290,333574065.0,0.0,417771710,18108515.0,769454290
210601,NH프라임리츠,34188.0,200.0,134820,527.0,169735,72427.0,3064.0,76245,17999.0,169735,160816925.0,944000.0,633305110,2455820.0,797521855,340117585.0,14353560.0,358726360,84324350.0,797521855
210602,NH프라임리츠,42665.0,64.0,134615,11915.0,189259,57198.0,2000.0,125068,4993.0,189259,205100420.0,303720.0,647453705,57028995.0,909886840,275308315.0,9595000.0,600969130,24014395.0,909886840
210603,NH프라임리츠,51113.0,17856.0,291413,27580.0,387962,94394.0,3618.0,248727,41223.0,387962,253647220.0,88292325.0,1442623870,136409620.0,1920973035,467585695.0,17880000.0,1231228940,204278400.0,1920973035
210604,NH프라임리츠,74665.0,0.0,79523,17487.0,171675,64698.0,1562.0,93514,11901.0,171675,364735160.0,0.0,389791195,85683865.0,840210220,317839495.0,7606850.0,456387135,58376740.0,840210220
210607,NH프라임리츠,196246.0,14467.0,645996,60406.0,917115,18696.0,6974.0,884376,7069.0,917115,978623410.0,72515595.0,3233756660,300842215.0,4585737880,93402910.0,34939740.0,4422233090,35162140.0,4585737880
210608,NH프라임리츠,103667.0,0.0,150827,349.0,254843,67956.0,6000.0,171394,9493.0,254843,521782805.0,0.0,759225915,1758970.0,1282767690,341410270.0,30000000.0,863439000,47918420.0,1282767690
210609,NH프라임리츠,46930.0,0.0,55574,6031.0,108535,68064.0,0.0,36052,4419.0,108535,235450335.0,0.0,278606520,30193180.0,544250035,341262930.0,0.0,180895625,22091480.0,544250035
210610,NH프라임리츠,29377.0,0.0,65925,5452.0,100754,35442.0,0.0,57572,7740.0,100754,147875440.0,0.0,331063605,27392470.0,506331515,178300390.0,0.0,289155595,38875530.0,506331515
210611,NH프라임리츠,7310.0,2000.0,85878,2044.0,97232,37473.0,1597.0,48637,9525.0,97232,36701430.0,10060000.0,430604460,10241590.0,487607480,188136745.0,8015000.0,243811925,47643810.0,487607480
210614,NH프라임리츠,25426.0,0.0,81884,1791.0,109101,54207.0,1292.0,53602,0.0,109101,127027890.0,0.0,409195940,8949720.0,545173550,270842710.0,6453540.0,267877300,0.0,545173550
210615,NH프라임리츠,19640.0,0.0,99137,5427.0,124204,34261.0,1049.0,86709,2185.0,124204,96800995.0,0.0,487678680,26860365.0,611340040,168725940.0,5167980.0,426737140,10708980.0,611340040
210616,NH프라임리츠,30147.0,0.0,132184,2329.0,164660,56077.0,16212.0,88974,3397.0,164660,146413455.0,0.0,642449230,11393200.0,800255885,272287745.0,78839280.0,432477535,16651325.0,800255885
210617,NH프라임리츠,18800.0,7000.0,73553,548.0,99901,73239.0,1500.0,20151,5011.0,99901,91768325.0,34160000.0,358455160,2679230.0,487062715,357497290.0,7267500.0,97921505,24376420.0,487062715
210618,NH프라임리츠,18025.0,0.0,34917,203.0,53145,28417.0,1000.0,22767,961.0,53145,88826850.0,0.0,171906125,1002820.0,261735795,139980855.0,4925000.0,112094635,4735305.0,261735795
210621,NH프라임리츠,22324.0,0.0,45109,3648.0,71081,24479.0,5400.0,41202,0.0,71081,109281385.0,0.0,220810370,17877585.0,347969340,119951530.0,26425000.0,201592810,0.0,347969340
210622,NH프라임리츠,31737.0,490.0,15296,2566.0,50089,8013.0,2000.0,33450,6626.0,50089,155570155.0,2403450.0,74969540,12589300.0,245532445,39311715.0,9795000.0,163914685,32511045.0,245532445
210623,NH프라임리츠,13597.0,6463.0,30585,2502.0,53147,36416.0,2500.0,14231,0.0,53147,66496100.0,31572820.0,149357480,12207675.0,259634075,177949720.0,12212500.0,69471855,0.0,259634075
210624,NH프라임리츠,12222.0,1896.0,23943,2318.0,40379,23714.0,1000.0,15665,0.0,40379,59652700.0,9257480.0,116781285,11303330.0,196994795,115754850.0,4865000.0,76374945,0.0,196994795
210625,NH프라임리츠,24857.0,0.0,15900,1047.0,41804,24449.0,2000.0,15355,0.0,41804,121135800.0,0.0,77419900,5094060.0,203649760,119050335.0,9755000.0,74844425,0.0,203649760
210628,NH프라임리츠,22797.0,0.0,38888,1891.0,63576,31370.0,0.0,27194,5012.0,63576,111482255.0,0.0,191640050,9234955.0,312357260,153498050.0,0.0,134383000,24476210.0,312357260
210629,NH프라임리츠,102636.0,1000.0,570013,22364.0,696013,72330.0,4110.0,608794,10779.0,696013,525810365.0,4930000.0,2895985075,113397000.0,3540122440,361896400.0,20191900.0,3104426410,53607730.0,3540122440
210630,NH프라임리츠,9435.0,0.0,57950,0.0,67385,18813.0,0.0,42312,6260.0,67385,46287675.0,0.0,284056440,0.0,330344115,92200380.0,0.0,207496380,30647355.0,330344115
210701,NH프라임리츠,19933.0,,53290,1.0,73224,33825.0,,34345,5054.0,73224,97832035.0,,261116265,4910.0,358953210,165875825.0,,168292770,24784615.0,358953210
210702,NH프라임리츠,25017.0,6200.0,34574,3.0,65794,39001.0,0.0,25362,1431.0,65794,123075780.0,30471645.0,170095765,14625.0,323657815,191829015.0,0.0,124799040,7029760.0,323657815
210705,NH프라임리츠,11257.0,7000.0,48558,2956.0,69771,32671.0,0.0,28816,8284.0,69771,55669660.0,34657055.0,239550690,14591155.0,344468560,161535190.0,0.0,142313825,40619545.0,344468560
210706,NH프라임리츠,21980.0,1618.0,30498,486.0,54582,32568.0,1355.0,18928,1731.0,54582,109405400.0,8033370.0,151643585,2422725.0,271505080,161959140.0,6731575.0,94231905,8582460.0,271505080
210707,NH프라임리츠,2230.0,0.0,33324,7824.0,43378,9962.0,50.0,33365,1.0,43378,11085180.0,0.0,165770370,38876680.0,215732230,49565375.0,249250.0,165912630,4975.0,215732230
210708,NH프라임리츠,9510.0,0.0,33198,666.0,43374,9829.0,0.0,33291,254.0,43374,46982465.0,0.0,164028780,3296705.0,214307950,48567620.0,0.0,164493190,1247140.0,214307950
210709,NH프라임리츠,27230.0,600.0,62394,7450.0,97674,36475.0,300.0,55186,5713.0,97674,131965790.0,2898000.0,302951900,36359515.0,474175205,176975635.0,1460500.0,267969665,27769405.0,474175205
210712,NH프라임리츠,5976.0,4900.0,38075,1187.0,50138,22977.0,10000.0,15161,2000.0,50138,29345435.0,24075000.0,187081795,5873570.0,246375800,112769935.0,49000000.0,74795865,9810000.0,246375800
210713,NH프라임리츠,19053.0,4500.0,35010,790.0,59353,35598.0,1100.0,20527,2128.0,59353,94041440.0,22200000.0,172646040,3902600.0,292790080,175570465.0,5433500.0,101277520,10508595.0,292790080
210714,NH프라임리츠,1903.0,0.0,16379,40.0,18322,11135.0,50.0,7137,0.0,18322,9389435.0,0.0,80809190,197800.0,90396425,54965595.0,245500.0,35185330,0.0,90396425
210715,NH프라임리츠,8688.0,4000.0,33577,211.0,46476,36224.0,0.0,9816,436.0,46476,42998480.0,19802030.0,166204205,1043395.0,230048110,179304480.0,0.0,48588670,2154960.0,230048110
210716,NH프라임리츠,4661.0,0.0,17325,0.0,21986,14979.0,100.0,6907,0.0,21986,23071850.0,0.0,85644235,0.0,108716085,74087770.0,494500.0,34133815,0.0,108716085
210719,NH프라임리츠,4451.0,0.0,52959,3429.0,60839,37664.0,2000.0,20639,536.0,60839,21987950.0,0.0,261072610,16912185.0,299972745,185834570.0,9850000.0,101650130,2638045.0,299972745
210720,NH프라임리츠,2952.0,892.0,32491,73.0,36408,25260.0,0.0,9861,1287.0,36408,14557720.0,4393100.0,159981185,358055.0,179290060,124462310.0,0.0,48476405,6351345.0,179290060
